codigo_fundo,setor,preco_atual,liquidez_diaria,dividendo,dividend_yield,dy3_m_acumulado,dy6_m_acumulado,dy12_m_acumulado,dy3_m_media,dy6_m_media,dy12_m_media,dy_ano,variacao_preço,rentab_periodo,rentab_acumulada,patrimonio_líq,vpa,p_vpa,dy_patrimonial,variação_patrimonial,rentab_patr_periodo,rentab_patr_acumulada,vacancia_fisica,vacancia_financeira,quantidade_ativos
SADI11,Títulos e Val. Mob.,90.65,1646.0,1.05,1.16,3.51,6.97,12.37,1.17,1.16,1.03,10.83,-0.28,0.88,11.71,318287669.07,100.08,0.91,1.05,0.15,1.2,9.73,0.0,0.0,0
HBRH11,Híbrido,93.37,445.0,0.61,0.64,2.04,4.39,10.5,0.68,0.73,0.87,7.89,0.81,1.45,14.72,313750423.6,113.18,0.82,0.54,0.01,0.55,6.8,0.0,0.0,3
VOTS11,Títulos e Val. Mob.,80.15,4.0,0.77,0.92,2.94,7.15,14.02,0.98,1.19,1.17,12.25,-3.35,-2.47,12.65,78573550.61,94.91,0.84,0.81,0.55,1.37,8.57,0.0,0.0,0
PLRI11,Títulos e Val. Mob.,22.0,12.0,0.14,0.62,2.27,4.15,11.97,0.76,0.69,1.0,10.95,-7.09,-6.52,-33.91,31796945.66,33.32,0.66,0.42,-0.75,-0.34,-13.4,0.0,0.0,0
IDFI11,Híbrido,52.03,340.0,0.23,0.37,2.21,6.88,0.0,0.74,1.15,0.0,12.08,-1.88,-1.52,-31.43,133754466.82,64.99,0.8,0.61,-2.37,-1.78,-11.61,0.0,0.0,0
RRCI11,Títulos e Val. Mob.,86.51,5767.0,1.0,1.2,3.83,8.22,16.17,1.28,1.37,1.35,13.78,-3.05,-1.88,11.52,46186699.52,95.87,0.9,1.04,-0.39,0.65,11.4,0.0,0.0,0
VTLT11,Logística,94.01,3030.0,0.83,0.85,2.58,5.33,10.48,0.86,0.89,0.87,8.9,1.24,2.11,16.11,217690860.62,102.93,0.91,0.81,0.05,0.85,7.99,0.0,0.0,1
RBRS11,Híbrido,55.15,2347.0,0.43,0.7,1.97,4.5,8.48,0.66,0.75,0.71,7.19,-2.32,-1.64,-1.85,155438181.69,89.63,0.62,0.48,-0.06,0.42,-0.06,0.0,0.0,0
BCRI11,Títulos e Val. Mob.,96.99,8570.0,1.0,0.98,3.27,7.2,14.17,1.09,1.2,1.18,11.81,-0.78,0.19,3.75,647665969.7,103.5,0.94,1.06,-1.08,-0.03,6.99,0.0,0.0,0
BPFF11,Títulos e Val. Mob.,64.5,5181.0,0.62,0.9,2.9,6.44,11.99,0.97,1.07,1.0,10.17,-0.61,0.29,11.15,351643821.51,78.28,0.82,0.79,-0.75,0.03,7.83,0.0,0.0,0
PLCR11,Híbrido,85.27,5972.0,1.1,1.27,3.87,7.99,15.14,1.29,1.33,1.26,12.8,3.07,4.38,11.51,194800422.99,92.36,0.92,1.19,0.35,1.54,9.68,0.0,0.0,0
APTO11,Híbrido,8.79,10403.0,0.09,0.99,3.26,6.98,0.0,1.09,1.16,0.0,11.08,0.77,1.77,0.92,4031344.83,10.05,0.87,0.9,0.04,0.93,12.89,0.0,0.0,0
SPVJ11,Outros,69.4,550.0,0.67,0.96,0.96,0.96,0.96,0.32,0.16,0.08,0.96,0.0,0.96,0.96,73641243.88,116.67,0.59,0.57,8.89,9.51,15.27,0.0,0.0,0
SPVJ11,Outros,69.11,284.0,0.67,0.96,0.96,0.96,0.96,0.32,0.16,0.08,0.96,0.0,0.96,0.96,73641243.88,116.67,0.59,0.57,8.89,9.51,15.27,0.0,0.0,0
SPVJ11,Outros,69.31,274.0,0.67,0.96,0.96,0.96,0.96,0.32,0.16,0.08,0.96,0.0,0.96,0.96,73641243.88,116.67,0.59,0.57,8.89,9.51,15.27,0.0,0.0,0
SPVJ11,Outros,69.68,275.0,0.67,0.96,0.96,0.96,0.96,0.32,0.16,0.08,0.96,0.0,0.96,0.96,73641243.88,116.67,0.6,0.57,8.89,9.51,15.27,0.0,0.0,0
SPVJ11,Outros,69.47,578.0,0.67,0.96,0.96,0.96,0.96,0.32,0.16,0.08,0.96,0.0,0.96,0.96,73641243.88,116.67,0.6,0.57,8.89,9.51,15.27,0.0,0.0,0
SPVJ11,Outros,69.34,182.0,0.67,0.96,0.96,0.96,0.96,0.32,0.16,0.08,0.96,0.0,0.96,0.96,73641243.88,116.67,0.59,0.57,8.89,9.51,15.27,0.0,0.0,0
SPVJ11,Outros,69.45,235.0,0.67,0.96,0.96,0.96,0.96,0.32,0.16,0.08,0.96,0.0,0.96,0.96,73641243.88,116.67,0.6,0.57,8.89,9.51,15.27,0.0,0.0,0
SPVJ11,Outros,69.47,735.0,0.67,0.96,0.96,0.96,0.96,0.32,0.16,0.08,0.96,0.0,0.96,0.96,73641243.88,116.67,0.6,0.57,8.89,9.51,15.27,0.0,0.0,0
SPVJ11,Outros,69.07,387.0,0.67,0.96,0.96,0.96,0.96,0.32,0.16,0.08,0.96,0.0,0.96,0.96,73641243.88,116.67,0.59,0.57,8.89,9.51,15.27,0.0,0.0,0
KNIP11,Títulos e Val. Mob.,90.89,104491.0,0.3,0.32,1.32,5.53,13.77,0.44,0.92,1.15,10.88,3.79,4.12,1.23,7792811693.25,96.64,0.94,0.31,0.67,0.98,10.69,0.0,0.0,0
KNCR11,Títulos e Val. Mob.,99.1,118137.0,1.1,1.1,3.55,6.76,11.8,1.18,1.13,0.98,10.34,-0.87,0.22,10.94,5594359606.83,100.68,0.98,1.09,-0.16,0.93,10.57,0.0,0.0,0
STRX11,Híbrido,22.96,3180000.0,0.79,0.72,0.72,0.72,0.72,0.24,0.12,0.06,0.72,0.0,0.72,0.72,227257906.13,140.84,0.16,0.56,0.0,0.56,5.41,0.0,0.0,0
VLOL11,Lajes Corporativas,102.0,276.0,0.61,0.58,1.7,3.47,6.82,0.57,0.58,0.57,5.75,-1.26,-0.69,19.88,184931828.03,103.61,0.98,0.59,0.01,0.6,4.07,0.0,0.0,1
BBFO11,Títulos e Val. Mob.,68.9,878.0,0.62,0.85,2.74,6.37,12.33,0.91,1.06,1.03,10.51,-5.95,-5.15,10.96,34417887.42,85.96,0.8,0.72,-1.04,-0.33,8.53,0.0,0.0,0
JSAF11,Títulos e Val. Mob.,82.22,5730.0,0.93,0.99,3.09,6.49,0.0,1.03,1.08,0.0,10.88,5.94,6.99,26.64,15434317.09,98.12,0.84,0.95,-1.02,-0.08,10.56,0.0,0.0,0
CACR11,Híbrido,100.42,10350.0,1.44,1.43,4.51,7.67,16.05,1.5,1.28,1.34,13.16,-0.11,1.32,6.48,18709335.32,103.47,0.97,1.51,0.27,1.78,35.75,0.0,0.0,0
RBED11,Outros,122.9,1648.0,1.23,0.93,2.76,5.73,11.11,0.92,0.96,0.93,9.42,-0.73,0.2,20.53,301968647.66,141.17,0.87,0.87,0.08,0.95,8.33,0.0,0.0,5
HABT11,Títulos e Val. Mob.,86.08,13437.0,0.9,0.94,3.09,7.03,14.17,1.03,1.17,1.18,11.64,3.6,4.57,-3.69,809941950.97,99.66,0.86,0.9,-0.6,0.3,14.53,0.0,0.0,0
CXAG11,Outros,77.16,1099.0,0.75,0.93,2.82,5.92,0.0,0.94,0.99,0.0,8.82,0.7,1.64,15.5,241476769.69,115.5,0.67,0.65,0.64,1.29,17.4,0.0,0.0,0
GTWR11,Lajes Corporativas,78.5,5232.0,0.74,0.88,2.68,5.79,11.22,0.89,0.97,0.94,9.46,3.02,3.93,9.37,1176184659.4,98.02,0.8,0.75,0.02,0.78,7.25,0.0,0.0,1
ARRI11,Títulos e Val. Mob.,8.99,32558.0,0.11,1.19,3.93,8.04,16.63,1.31,1.34,1.39,13.29,3.7,4.93,-89.51,108613266.44,9.22,0.98,1.52,-0.68,0.83,-89.02,0.0,0.0,0
RBVO11,Outros,11.03,639.0,0.03,0.27,0.82,1.54,3.58,0.27,0.26,0.3,2.94,-1.25,-0.98,-7.16,910547.56,17.47,0.63,0.17,1.85,2.02,-22.07,0.0,0.0,0
RDPD11,Títulos e Val. Mob.,28.83,753.0,0.44,1.25,3.44,6.67,12.94,1.15,1.11,1.08,11.25,-29.15,-28.27,-30.46,58132763.28,53.92,0.53,0.82,-1.24,-0.44,0.69,0.0,0.0,0
VCRR11,Residencial,71.9,291.0,0.67,0.89,2.54,5.34,10.74,0.85,0.89,0.9,8.92,-7.07,-6.24,6.47,239991594.89,120.0,0.6,0.56,0.03,0.59,5.46,0.0,0.0,0
KNHY11,Títulos e Val. Mob.,95.72,11719.0,0.47,0.47,1.64,5.72,13.46,0.55,0.95,1.12,10.66,3.02,3.51,2.99,1823754510.11,98.63,0.97,0.48,1.05,1.53,11.85,0.0,0.0,0
URPR11,Outros,98.59,36185.0,1.13,1.11,3.97,8.53,17.64,1.32,1.42,1.47,14.41,0.04,1.15,-2.75,1180250715.71,101.09,0.98,1.12,-0.34,0.78,23.72,0.0,0.0,0
HUSC11,Outros,106.0,81.0,0.87,0.74,2.44,5.38,8.71,0.81,0.9,0.73,7.71,0.86,1.61,13.52,113469226.8,142.8,0.74,0.65,0.0,0.65,4.03,0.0,0.0,0
NEWL11,Híbrido,96.31,1424.0,0.9,0.89,2.65,6.28,11.57,0.88,1.05,0.96,9.44,-0.79,0.1,8.13,246735393.74,121.36,0.79,0.74,0.12,0.86,13.25,0.0,0.0,2
QAMI11,Híbrido,81.5,2326.0,0.8,0.95,3.04,7.26,15.39,1.01,1.21,1.28,12.19,-0.17,0.78,-4.25,74533196.45,93.0,0.88,0.86,0.77,1.64,11.52,0.0,0.0,0
OUJP11,Títulos e Val. Mob.,95.29,10763.0,1.2,1.26,3.86,8.28,15.87,1.29,1.38,1.32,13.65,2.38,3.67,19.5,328901361.47,101.13,0.94,1.19,0.26,1.45,13.54,0.0,0.0,0
NSLU11,Hospital,166.47,1063.0,1.41,0.87,1.66,3.92,9.06,0.55,0.65,0.76,2.42,0.0,0.87,15.0,251770972.69,194.68,0.86,0.72,0.06,0.78,2.27,0.0,0.0,1
FIIP11B,Logística,152.09,286.0,1.35,0.85,2.5,5.06,9.75,0.83,0.84,0.81,8.21,-1.0,-0.16,4.54,172824415.02,186.4,0.82,0.72,0.08,0.81,-0.48,0.0,0.0,7
KFOF11,Títulos e Val. Mob.,81.81,7814.0,0.72,0.8,2.4,5.11,10.03,0.8,0.85,0.84,8.55,-2.27,-1.48,28.48,44627322.58,98.39,0.83,0.73,-1.84,-1.12,12.53,0.0,0.0,0
HGIC11,Títulos e Val. Mob.,106.5,589.0,1.21,1.13,3.1,6.0,11.9,1.03,1.0,0.99,9.78,1.42,2.56,11.24,33581846.82,116.44,0.91,1.04,0.78,1.82,18.39,0.0,0.0,0
CRFF11,Títulos e Val. Mob.,72.9,1013.0,0.63,0.8,2.45,5.2,9.69,0.82,0.87,0.81,8.34,4.65,5.49,22.96,61877632.14,89.67,0.81,0.7,-0.9,-0.21,11.06,0.0,0.0,0
ITIT11,Títulos e Val. Mob.,79.5,1083.0,0.58,0.71,2.17,4.53,9.05,0.72,0.75,0.75,7.6,0.0,0.71,21.95,76173259.19,84.59,0.94,0.69,-1.74,-1.07,12.68,0.0,0.0,0
VIFI11,Títulos e Val. Mob.,7.21,13657.0,0.06,0.8,2.39,4.98,10.11,0.8,0.83,0.84,8.4,0.0,0.8,5.08,75800518.38,9.37,0.77,0.64,-0.77,-0.14,-68.07,0.0,0.0,0
BTSG11,Híbrido,100.0,1.0,0.87,0.86,1.72,1.72,0.0,0.57,0.29,0.0,1.72,0.0,0.86,1.73,103341425.67,133.34,0.75,0.65,0.0,0.65,5.34,0.0,0.0,0
HFOF11,Títulos e Val. Mob.,70.58,27951.0,0.62,0.78,2.37,4.94,9.56,0.79,0.82,0.8,8.07,0.0,0.78,8.9,1977685141.08,85.99,0.82,0.72,-1.48,-0.77,9.06,0.0,0.0,0
HOSI11,Híbrido,63.51,135.0,0.44,0.68,2.01,3.69,7.19,0.67,0.62,0.6,5.69,0.0,0.68,-7.18,53303825.45,92.95,0.68,0.47,0.2,0.67,4.6,0.0,0.0,2
RFOF11,Títulos e Val. Mob.,74.24,2780.0,0.73,0.95,2.81,5.69,11.13,0.94,0.95,0.93,9.36,0.0,0.95,14.4,92461368.65,85.76,0.87,0.85,-1.09,-0.25,6.65,0.0,0.0,0
KCRE11,Renda,91.08,1098.0,0.35,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.37,6.03,36338485.47,100.94,0.9,0.35,0.22,0.57,3.06,0.0,0.0,0
BRCO11,Logística,102.5,40532.0,0.7,0.64,1.92,4.01,7.86,0.64,0.67,0.66,6.56,0.0,0.64,20.18,1760902381.7,119.15,0.86,0.59,0.07,0.65,5.56,0.0,0.0,10
BBPO11,Lajes Corporativas,89.09,18637.0,0.92,0.99,3.01,6.34,12.25,1.0,1.06,1.02,10.31,0.0,0.99,9.45,1596823411.7,100.3,0.89,0.92,0.11,1.03,14.72,0.0,0.0,64
RBLG11,Logística,98.0,5.0,0.88,0.89,2.74,5.5,10.84,0.91,0.92,0.9,7.31,0.0,0.89,16.59,64943404.61,101.44,0.97,0.87,-0.4,0.46,2.83,0.0,0.0,1
BCIA11,Títulos e Val. Mob.,84.79,2190.0,0.76,0.83,2.47,5.13,9.88,0.82,0.86,0.82,8.34,0.0,0.83,15.16,398766701.5,107.22,0.79,0.71,-1.12,-0.42,10.1,0.0,0.0,0
EURO11,Logística,228.51,197.0,1.83,0.81,2.27,4.68,9.68,0.76,0.78,0.81,8.03,0.0,0.81,21.78,120125755.03,312.88,0.73,0.58,0.11,0.69,6.02,0.0,0.0,6
CXRI11,Híbrido,68.17,46.0,0.55,0.79,2.37,5.12,9.72,0.79,0.85,0.81,8.25,0.0,0.79,9.05,139445989.22,88.49,0.77,0.62,-1.25,-0.64,10.56,0.0,0.0,0
KNSC11,Títulos e Val. Mob.,84.86,38652.0,0.52,0.59,1.97,5.56,13.11,0.66,0.93,1.09,10.23,0.0,0.59,-1.42,1189926884.16,89.63,0.95,0.58,0.47,1.06,10.3,0.0,0.0,0
RBFF11,Títulos e Val. Mob.,52.5,4941.0,0.51,0.92,2.66,5.51,10.85,0.89,0.92,0.9,9.12,0.0,0.92,9.9,252391278.97,67.32,0.78,0.76,-0.8,-0.04,11.09,0.0,0.0,0
GGRC11,Logística,117.91,14691.0,1.08,0.88,2.47,5.0,9.67,0.82,0.83,0.81,8.2,0.0,0.88,14.01,967982208.71,124.77,0.95,0.87,-0.17,0.7,1.38,0.0,0.0,20
PQAG11,Logística,55.99,33.0,0.44,0.81,2.31,4.49,8.53,0.77,0.75,0.71,7.25,0.0,0.81,3.69,801554848.1,57.29,0.98,0.77,-0.02,0.75,8.24,0.0,0.0,1
VCJR11,Títulos e Val. Mob.,89.85,22640.0,0.25,0.27,1.2,5.34,13.46,0.4,0.89,1.12,10.38,0.0,0.27,5.21,1407639723.83,95.6,0.94,0.26,1.2,1.47,12.68,0.0,0.0,0
XPCI11,Outros,85.0,53194.0,0.67,0.77,2.78,6.27,12.97,0.93,1.05,1.08,10.95,0.0,0.77,-0.18,83181437.44,95.51,0.89,0.7,-1.59,-0.89,11.61,0.0,0.0,0
BLMO11,Lajes Corporativas,2000.0,40.0,26.02,0.13,0.45,0.7,0.0,0.15,0.12,0.0,0.86,0.0,0.13,-22.41,111755359.35,29432.54,0.68,0.11,-0.08,0.04,12.89,0.0,0.0,1
MXRF11,Híbrido,10.0,706253.0,0.1,0.98,3.02,6.39,12.26,1.01,1.07,1.02,10.56,0.0,0.98,24.62,2305298861.59,10.2,0.98,1.03,0.58,1.61,4.89,0.0,0.0,0
KISU11,Títulos e Val. Mob.,8.16,146592.0,0.08,0.9,2.65,5.85,10.86,0.88,0.97,0.9,9.2,0.0,0.9,12.14,414610309.11,9.38,0.87,0.8,-0.19,0.6,7.15,0.0,0.0,0
CXCO11,Lajes Corporativas,70.18,8375.0,0.72,0.94,2.77,5.66,10.82,0.92,0.94,0.9,9.11,0.0,0.94,3.64,37914241.7,96.58,0.73,0.75,0.04,0.79,7.99,0.0,0.0,0
XPSF11,Outros,7.26,55108.0,0.08,1.02,2.97,5.9,11.35,0.99,0.98,0.95,9.52,0.0,1.02,-89.51,387866121.99,8.96,0.81,0.85,0.01,0.86,-89.08,0.0,0.0,0
HREC11,Títulos e Val. Mob.,82.6,5104.0,0.9,1.0,2.7,6.6,12.57,0.9,1.1,1.05,10.47,0.0,1.0,4.23,470810658.96,91.3,0.9,0.99,0.09,1.08,10.7,0.0,0.0,0
HGFF11,Títulos e Val. Mob.,75.79,8550.0,0.65,0.8,2.41,5.04,9.89,0.8,0.84,0.82,8.29,0.0,0.8,15.6,264976875.42,92.53,0.82,0.7,-0.12,0.58,9.82,0.0,0.0,0
AIEC11,Lajes Corporativas,69.7,14279.0,0.74,1.0,2.9,5.82,11.66,0.97,0.97,0.97,9.95,0.0,1.0,4.22,493650132.26,102.31,0.68,0.72,0.89,1.62,8.34,0.0,0.0,2
MXRF11,Híbrido,10.0,706253.0,0.11,1.02,3.07,6.44,12.3,1.02,1.07,1.03,10.6,0.49,1.52,25.29,2305298861.59,10.2,0.98,1.03,0.58,1.61,4.89,0.0,0.0,0
ONEF11,Lajes Corporativas,171.08,154.0,0.92,0.54,1.62,3.35,6.9,0.54,0.56,0.57,6.35,-0.87,-0.34,40.71,159401959.93,174.97,0.98,0.53,0.02,0.55,4.88,0.0,0.0,1
MBRF11,Outros,679.0,438.0,10.0,1.47,4.42,9.59,17.77,1.47,1.6,1.48,16.27,0.0,1.47,15.18,115491134.72,1136.01,0.6,0.88,-0.17,0.71,10.03,0.0,0.0,2
BLMR11,Títulos e Val. Mob.,7.2,64643.0,0.08,0.99,2.96,6.1,12.02,0.99,1.02,1.0,10.08,0.27,1.26,4.33,215896183.24,8.45,0.85,0.89,-0.42,0.47,8.31,0.0,0.0,0
BREV11,Híbrido,108.0,1.0,0.77,0.64,1.79,3.61,7.12,0.6,0.6,0.59,5.96,13.7,14.43,33.36,106685234.41,110.3,0.98,0.7,-0.14,0.56,6.0,0.0,0.0,12
GCRA11,Híbrido,97.0,3127.0,1.2,1.2,3.59,7.78,0.0,1.2,1.3,0.0,11.73,0.49,1.7,7.71,171582258.95,98.0,0.99,1.22,0.11,1.33,12.74,0.0,0.0,0
RBRL11,Logística,84.38,4026.0,0.65,0.73,2.11,4.41,9.05,0.7,0.74,0.75,7.24,-3.97,-3.27,4.85,717273399.8,107.26,0.79,0.61,-0.15,0.45,6.83,0.0,0.0,6
CVBI11,Títulos e Val. Mob.,89.19,29591.0,0.66,0.73,2.25,6.05,13.02,0.75,1.01,1.09,10.82,-0.87,-0.15,-0.54,142724455.64,94.71,0.94,0.7,0.89,1.59,5.56,0.0,0.0,0
SEQR11,Outros,62.27,7278.0,0.67,1.0,3.01,6.08,11.43,1.0,1.01,0.95,9.73,1.15,2.16,1.65,154515912.65,96.06,0.65,0.69,0.09,0.78,6.92,0.0,0.0,0
DVFF11,Híbrido,71.4,314.0,0.7,0.95,2.83,6.19,11.55,0.94,1.03,0.96,9.86,-1.65,-0.72,-7.38,10511501.59,95.38,0.75,0.73,-0.3,0.43,12.27,0.0,0.0,0
RECR11,Títulos e Val. Mob.,85.6,67081.0,0.44,0.5,2.01,5.9,13.61,0.67,0.98,1.13,10.96,-1.8,-1.31,-3.59,252073032.03,95.33,0.9,0.46,-0.03,0.43,11.86,0.0,0.0,0
HCTR11,Outros,100.85,53792.0,1.1,1.09,3.17,7.14,14.96,1.06,1.19,1.25,12.39,-1.66,-0.59,-8.77,2684538725.13,121.56,0.83,0.9,-0.08,0.83,15.96,0.0,0.0,0
BTCR11,Títulos e Val. Mob.,88.0,6663.0,0.9,1.0,2.93,6.64,13.56,0.98,1.11,1.13,11.59,-6.19,-5.26,9.82,45533835.52,94.66,0.93,0.95,-0.24,0.71,2.98,0.0,0.0,0
CEOC11,Lajes Corporativas,56.6,263.0,0.5,0.84,2.48,4.95,9.79,0.83,0.83,0.82,8.23,-1.96,-1.13,12.49,163105846.62,89.83,0.63,0.56,-0.08,0.47,2.62,0.0,0.0,1
TORD11,Outros,7.31,56074.0,0.07,0.88,3.67,6.54,11.3,1.22,1.09,0.94,8.89,-2.08,-1.22,-16.18,495931112.91,14.15,0.52,0.49,0.35,0.85,12.76,0.0,0.0,0
MGFF11,Títulos e Val. Mob.,57.67,26091.0,0.53,0.82,2.48,5.26,10.57,0.83,0.88,0.88,8.93,-1.4,-0.59,12.25,698300597.86,77.16,0.75,0.69,-0.92,-0.24,2.59,0.0,0.0,0
BLMG11,Logística,79.1,5018.0,0.8,0.95,2.79,5.83,11.37,0.93,0.97,0.95,9.46,-6.1,-5.21,-1.92,357215100.57,93.74,0.84,0.85,1.39,2.26,0.2,0.0,0.0,4
CPFF11,Híbrido,71.0,14028.0,0.62,0.83,2.46,5.07,10.16,0.82,0.85,0.85,8.64,-1.17,-0.36,14.32,440345280.92,80.8,0.88,0.77,-0.83,-0.07,8.68,0.0,0.0,0
BCFF11,Títulos e Val. Mob.,67.04,37202.0,0.56,0.81,2.38,4.99,9.62,0.79,0.83,0.8,8.14,-1.13,-0.33,4.36,1972331202.27,78.31,0.86,0.72,-0.1,0.61,3.46,0.0,0.0,0
FLCR11,Títulos e Val. Mob.,93.76,267.0,0.75,0.81,2.63,7.22,15.98,0.88,1.2,1.33,12.68,-1.38,-0.59,5.57,62818707.63,99.15,0.95,0.76,-0.45,0.3,7.69,0.0,0.0,0
