codigo_fundo,setor,preco_atual,liquidez_diaria,dividendo,dividend_yield,dy3_m_acumulado,dy6_m_acumulado,dy12_m_acumulado,dy3_m_media,dy6_m_media,dy12_m_media,dy_ano,variacao_preço,rentab_periodo,rentab_acumulada,patrimonio_líq,vpa,p_vpa,dy_patrimonial,variação_patrimonial,rentab_patr_periodo,rentab_patr_acumulada,vacancia_fisica,vacancia_financeira,quantidade_ativos
GALG11,Híbrido,9.35,89281.0,0.08,0.86,2.55,5.13,10.2,0.85,0.86,0.85,9.39,0.0,0.86,-98.91,584291907.19,10.16,0.92,0.81,0.19,1.0,-89.34,0.0,0.0,6
NVHO11,Hospital,10.25,21.0,0.08,0.8,2.31,4.34,7.75,0.77,0.72,0.65,5.21,5.32,6.16,6.53,52913250.25,12.75,0.8,0.66,0.1,0.76,5.61,0.0,0.0,1
RNDP11,Títulos e Val. Mob.,153.21,145.0,2.14,0.84,2.51,5.63,10.46,0.84,0.94,0.87,9.13,-2.21,-1.39,-53.22,34519994.07,321.17,0.48,0.67,-0.57,0.09,-48.64,0.0,0.0,0
HCHG11,Outros,87.0,38.0,1.0,1.13,3.48,6.68,12.25,1.16,1.11,1.02,10.51,3.47,4.63,11.52,120541835.89,100.45,0.87,1.0,-1.93,-0.96,12.47,0.0,0.0,0
SPTW11,Lajes Corporativas,41.35,1241.0,0.4,0.92,2.77,5.58,10.88,0.92,0.93,0.91,9.17,1.07,2.0,5.09,95530136.48,53.13,0.78,0.75,0.13,0.89,7.78,0.0,0.0,1
VIUR11,Títulos e Val. Mob.,7.6,33588.0,0.07,0.91,2.65,5.63,11.34,0.88,0.94,0.94,9.49,-2.34,-1.45,-88.52,256568105.47,9.52,0.8,0.76,0.27,1.03,-89.38,0.0,0.0,6
SADI11,Títulos e Val. Mob.,90.45,8643.0,1.05,1.16,3.51,6.97,12.37,1.17,1.16,1.03,10.83,-0.28,0.88,11.71,318287669.07,100.08,0.9,1.05,0.15,1.2,9.73,0.0,0.0,0
HBRH11,Híbrido,93.93,379.0,0.61,0.64,2.04,4.39,10.5,0.68,0.73,0.87,7.89,0.81,1.45,14.72,313750423.6,113.18,0.83,0.54,0.01,0.55,6.8,0.0,0.0,3
VOTS11,Títulos e Val. Mob.,79.19,1.0,0.77,0.92,2.94,7.15,14.02,0.98,1.19,1.17,12.25,-3.35,-2.47,12.65,78573550.61,94.91,0.83,0.81,0.55,1.37,8.57,0.0,0.0,0
PLRI11,Títulos e Val. Mob.,26.8,12.0,0.14,0.62,2.27,4.15,11.97,0.76,0.69,1.0,10.95,-7.09,-6.52,-33.91,31796945.66,33.32,0.8,0.42,-0.75,-0.34,-13.4,0.0,0.0,0
IDFI11,Híbrido,60.59,315.0,0.23,0.37,2.21,6.88,0.0,0.74,1.15,0.0,12.08,-1.88,-1.52,-31.43,133754466.82,64.99,0.93,0.61,-2.37,-1.78,-11.61,0.0,0.0,0
RRCI11,Títulos e Val. Mob.,86.85,7033.0,1.0,1.2,3.83,8.22,16.17,1.28,1.37,1.35,13.78,-3.05,-1.88,11.52,46186699.52,95.87,0.91,1.04,-0.39,0.65,11.4,0.0,0.0,0
VTLT11,Logística,88.31,454.0,0.83,0.85,2.58,5.33,10.48,0.86,0.89,0.87,8.9,1.24,2.11,16.11,217690860.62,102.93,0.86,0.81,0.05,0.85,7.99,0.0,0.0,1
RBRS11,Híbrido,60.4,7.0,0.43,0.7,1.97,4.5,8.48,0.66,0.75,0.71,7.19,-2.32,-1.64,-1.85,155438181.69,89.63,0.67,0.48,-0.06,0.42,-0.06,0.0,0.0,0
BCRI11,Títulos e Val. Mob.,97.01,9868.0,1.0,0.98,3.27,7.2,14.17,1.09,1.2,1.18,11.81,-0.78,0.19,3.75,647665969.7,103.5,0.94,1.06,-1.08,-0.03,6.99,0.0,0.0,0
BPFF11,Títulos e Val. Mob.,64.63,8333.0,0.62,0.9,2.9,6.44,11.99,0.97,1.07,1.0,10.17,-0.61,0.29,11.15,351643821.51,78.28,0.83,0.79,-0.75,0.03,7.83,0.0,0.0,0
PLCR11,Híbrido,85.65,2771.0,1.1,1.27,3.87,7.99,15.14,1.29,1.33,1.26,12.8,3.07,4.38,11.51,194800422.99,92.36,0.93,1.19,0.35,1.54,9.68,0.0,0.0,0
APTO11,Híbrido,8.89,4146.0,0.09,0.99,3.26,6.98,0.0,1.09,1.16,0.0,11.08,0.77,1.77,0.92,4031344.83,10.05,0.88,0.9,0.04,0.93,12.89,0.0,0.0,0
SPVJ11,Outros,69.4,550.0,0.67,0.96,0.96,0.96,0.96,0.32,0.16,0.08,0.96,0.0,0.96,0.96,73641243.88,116.67,0.59,0.57,8.89,9.51,15.27,0.0,0.0,0
SPVJ11,Outros,69.11,284.0,0.67,0.96,0.96,0.96,0.96,0.32,0.16,0.08,0.96,0.0,0.96,0.96,73641243.88,116.67,0.59,0.57,8.89,9.51,15.27,0.0,0.0,0
SPVJ11,Outros,69.31,274.0,0.67,0.96,0.96,0.96,0.96,0.32,0.16,0.08,0.96,0.0,0.96,0.96,73641243.88,116.67,0.59,0.57,8.89,9.51,15.27,0.0,0.0,0
SPVJ11,Outros,69.68,275.0,0.67,0.96,0.96,0.96,0.96,0.32,0.16,0.08,0.96,0.0,0.96,0.96,73641243.88,116.67,0.6,0.57,8.89,9.51,15.27,0.0,0.0,0
SPVJ11,Outros,69.47,578.0,0.67,0.96,0.96,0.96,0.96,0.32,0.16,0.08,0.96,0.0,0.96,0.96,73641243.88,116.67,0.6,0.57,8.89,9.51,15.27,0.0,0.0,0
SPVJ11,Outros,69.34,182.0,0.67,0.96,0.96,0.96,0.96,0.32,0.16,0.08,0.96,0.0,0.96,0.96,73641243.88,116.67,0.59,0.57,8.89,9.51,15.27,0.0,0.0,0
SPVJ11,Outros,69.45,235.0,0.67,0.96,0.96,0.96,0.96,0.32,0.16,0.08,0.96,0.0,0.96,0.96,73641243.88,116.67,0.6,0.57,8.89,9.51,15.27,0.0,0.0,0
SPVJ11,Outros,69.47,735.0,0.67,0.96,0.96,0.96,0.96,0.32,0.16,0.08,0.96,0.0,0.96,0.96,73641243.88,116.67,0.6,0.57,8.89,9.51,15.27,0.0,0.0,0
SPVJ11,Outros,69.07,387.0,0.67,0.96,0.96,0.96,0.96,0.32,0.16,0.08,0.96,0.0,0.96,0.96,73641243.88,116.67,0.59,0.57,8.89,9.51,15.27,0.0,0.0,0
KNIP11,Títulos e Val. Mob.,91.7,64547.0,0.3,0.32,1.32,5.53,13.77,0.44,0.92,1.15,10.88,3.79,4.12,1.23,7792811693.25,96.64,0.95,0.31,0.67,0.98,10.69,0.0,0.0,0
KNCR11,Títulos e Val. Mob.,99.8,96394.0,1.1,1.1,3.55,6.76,11.8,1.18,1.13,0.98,10.34,-0.87,0.22,10.94,5594359606.83,100.68,0.99,1.09,-0.16,0.93,10.57,0.0,0.0,0
STRX11,Híbrido,22.96,3180000.0,0.79,0.72,0.72,0.72,0.72,0.24,0.12,0.06,0.72,0.0,0.72,0.72,227257906.13,140.84,0.16,0.56,0.0,0.56,5.41,0.0,0.0,0
BBFO11,Títulos e Val. Mob.,69.5,5643.0,0.62,0.85,2.74,6.37,12.33,0.91,1.06,1.03,10.51,-5.95,-5.15,10.96,34417887.42,85.96,0.81,0.72,-1.04,-0.33,8.53,0.0,0.0,0
JSAF11,Títulos e Val. Mob.,86.98,2760.0,0.93,0.99,3.09,6.49,0.0,1.03,1.08,0.0,10.88,5.94,6.99,26.64,15434317.09,98.12,0.89,0.95,-1.02,-0.08,10.56,0.0,0.0,0
CACR11,Híbrido,100.43,7794.0,1.44,1.43,4.51,7.67,16.05,1.5,1.28,1.34,13.16,-0.11,1.32,6.48,18709335.32,103.47,0.97,1.51,0.27,1.78,35.75,0.0,0.0,0
RBED11,Outros,125.0,794.0,1.23,0.93,2.76,5.73,11.11,0.92,0.96,0.93,9.42,-0.73,0.2,20.53,301968647.66,141.17,0.89,0.87,0.08,0.95,8.33,0.0,0.0,5
HABT11,Títulos e Val. Mob.,88.9,14620.0,0.9,0.94,3.09,7.03,14.17,1.03,1.17,1.18,11.64,3.6,4.57,-3.69,809941950.97,99.66,0.89,0.9,-0.6,0.3,14.53,0.0,0.0,0
HSAF11,Títulos e Val. Mob.,73.0,719.0,1.0,1.19,3.56,7.11,14.24,1.19,1.18,1.19,13.18,-1.2,-0.02,-3.26,232861774.14,92.17,0.79,1.08,-0.13,0.95,8.42,0.0,0.0,0
CXAG11,Outros,77.1,1165.0,0.75,0.93,2.82,5.92,0.0,0.94,0.99,0.0,8.82,0.7,1.64,15.5,241476769.69,115.5,0.67,0.65,0.64,1.29,17.4,0.0,0.0,0
GTWR11,Lajes Corporativas,77.55,13448.0,0.74,0.88,2.68,5.79,11.22,0.89,0.97,0.94,9.46,3.02,3.93,9.37,1176184659.4,98.02,0.79,0.75,0.02,0.78,7.25,0.0,0.0,1
ARRI11,Títulos e Val. Mob.,8.92,22032.0,0.11,1.19,3.93,8.04,16.63,1.31,1.34,1.39,13.29,3.7,4.93,-89.51,108613266.44,9.22,0.97,1.52,-0.68,0.83,-89.02,0.0,0.0,0
RDPD11,Títulos e Val. Mob.,33.0,1884.0,0.44,1.25,3.44,6.67,12.94,1.15,1.11,1.08,11.25,-29.15,-28.27,-30.46,58132763.28,53.92,0.61,0.82,-1.24,-0.44,0.69,0.0,0.0,0
VCRR11,Residencial,73.5,496.0,0.67,0.89,2.54,5.34,10.74,0.85,0.89,0.9,8.92,-7.07,-6.24,6.47,239991594.89,120.0,0.61,0.56,0.03,0.59,5.46,0.0,0.0,0
KNHY11,Títulos e Val. Mob.,96.39,15620.0,0.47,0.47,1.64,5.72,13.46,0.55,0.95,1.12,10.66,3.02,3.51,2.99,1823754510.11,98.63,0.98,0.48,1.05,1.53,11.85,0.0,0.0,0
URPR11,Outros,89.04,1442.0,1.13,1.11,3.97,8.53,17.64,1.32,1.42,1.47,14.41,0.04,1.15,-2.75,1180250715.71,101.09,0.88,1.12,-0.34,0.78,23.72,0.0,0.0,0
URPR11,Outros,89.52,3108.0,1.13,1.11,3.97,8.53,17.64,1.32,1.42,1.47,14.41,0.04,1.15,-2.75,1180250715.71,101.09,0.89,1.12,-0.34,0.78,23.72,0.0,0.0,0
URPR11,Outros,89.5,2170.0,1.13,1.11,3.97,8.53,17.64,1.32,1.42,1.47,14.41,0.04,1.15,-2.75,1180250715.71,101.09,0.89,1.12,-0.34,0.78,23.72,0.0,0.0,0
URPR11,Outros,89.38,3325.0,1.13,1.11,3.97,8.53,17.64,1.32,1.42,1.47,14.41,0.04,1.15,-2.75,1180250715.71,101.09,0.88,1.12,-0.34,0.78,23.72,0.0,0.0,0
URPR11,Outros,89.93,9316.0,1.13,1.11,3.97,8.53,17.64,1.32,1.42,1.47,14.41,0.04,1.15,-2.75,1180250715.71,101.09,0.89,1.12,-0.34,0.78,23.72,0.0,0.0,0
URPR11,Outros,89.66,2949.0,1.13,1.11,3.97,8.53,17.64,1.32,1.42,1.47,14.41,0.04,1.15,-2.75,1180250715.71,101.09,0.89,1.12,-0.34,0.78,23.72,0.0,0.0,0
URPR11,Outros,89.8,1221.0,1.13,1.11,3.97,8.53,17.64,1.32,1.42,1.47,14.41,0.04,1.15,-2.75,1180250715.71,101.09,0.89,1.12,-0.34,0.78,23.72,0.0,0.0,0
URPR11,Outros,89.98,1368.0,1.13,1.11,3.97,8.53,17.64,1.32,1.42,1.47,14.41,0.04,1.15,-2.75,1180250715.71,101.09,0.89,1.12,-0.34,0.78,23.72,0.0,0.0,0
URPR11,Outros,90.0,1892.0,1.13,1.11,3.97,8.53,17.64,1.32,1.42,1.47,14.41,0.04,1.15,-2.75,1180250715.71,101.09,0.89,1.12,-0.34,0.78,23.72,0.0,0.0,0
HUSC11,Outros,106.77,25.0,0.87,0.74,2.44,5.38,8.71,0.81,0.9,0.73,7.71,0.86,1.61,13.52,113469226.8,142.8,0.75,0.65,0.0,0.65,4.03,0.0,0.0,0
NEWL11,Híbrido,96.45,921.0,0.9,0.89,2.65,6.28,11.57,0.88,1.05,0.96,9.44,-0.79,0.1,8.13,246735393.74,121.36,0.79,0.74,0.12,0.86,13.25,0.0,0.0,2
JPPA11,Títulos e Val. Mob.,91.28,1002.0,1.5,1.43,4.45,10.04,18.75,1.48,1.67,1.56,16.08,-1.19,0.23,26.01,70328481.77,99.77,0.91,1.5,0.38,1.89,11.01,0.0,0.0,0
JPPA11,Títulos e Val. Mob.,91.27,624.0,1.5,1.43,4.45,10.04,18.75,1.48,1.67,1.56,16.08,-1.19,0.23,26.01,70328481.77,99.77,0.91,1.5,0.38,1.89,11.01,0.0,0.0,0
JPPA11,Títulos e Val. Mob.,91.27,935.0,1.5,1.43,4.45,10.04,18.75,1.48,1.67,1.56,16.08,-1.19,0.23,26.01,70328481.77,99.77,0.91,1.5,0.38,1.89,11.01,0.0,0.0,0
JPPA11,Títulos e Val. Mob.,91.24,938.0,1.5,1.43,4.45,10.04,18.75,1.48,1.67,1.56,16.08,-1.19,0.23,26.01,70328481.77,99.77,0.91,1.5,0.38,1.89,11.01,0.0,0.0,0
JPPA11,Títulos e Val. Mob.,91.2,574.0,1.5,1.43,4.45,10.04,18.75,1.48,1.67,1.56,16.08,-1.19,0.23,26.01,70328481.77,99.77,0.91,1.5,0.38,1.89,11.01,0.0,0.0,0
JPPA11,Títulos e Val. Mob.,91.15,970.0,1.5,1.43,4.45,10.04,18.75,1.48,1.67,1.56,16.08,-1.19,0.23,26.01,70328481.77,99.77,0.91,1.5,0.38,1.89,11.01,0.0,0.0,0
JPPA11,Títulos e Val. Mob.,91.22,1639.0,1.5,1.43,4.45,10.04,18.75,1.48,1.67,1.56,16.08,-1.19,0.23,26.01,70328481.77,99.77,0.91,1.5,0.38,1.89,11.01,0.0,0.0,0
JPPA11,Títulos e Val. Mob.,92.01,782.0,1.5,1.43,4.45,10.04,18.75,1.48,1.67,1.56,16.08,-1.19,0.23,26.01,70328481.77,99.77,0.92,1.5,0.38,1.89,11.01,0.0,0.0,0
QAMI11,Híbrido,83.9,860.0,0.8,0.95,3.04,7.26,15.39,1.01,1.21,1.28,12.19,-0.17,0.78,-4.25,74533196.45,93.0,0.9,0.86,0.77,1.64,11.52,0.0,0.0,0
BICR11,Títulos e Val. Mob.,96.09,10.0,1.01,0.99,2.52,4.6,9.0,0.84,0.77,0.75,7.72,-0.03,0.96,16.73,50440663.35,100.88,0.95,1.0,0.4,1.41,9.28,0.0,0.0,0
OUJP11,Títulos e Val. Mob.,95.03,3999.0,1.2,1.26,3.86,8.28,15.87,1.29,1.38,1.32,13.65,2.38,3.67,19.5,328901361.47,101.13,0.94,1.19,0.26,1.45,13.54,0.0,0.0,0
NSLU11,Hospital,163.79,172.0,1.41,0.87,1.66,3.92,9.06,0.55,0.65,0.76,2.42,0.0,0.87,15.0,251770972.69,194.68,0.84,0.72,0.06,0.78,2.27,0.0,0.0,1
FIIP11B,Logística,154.96,352.0,1.35,0.85,2.5,5.06,9.75,0.83,0.84,0.81,8.21,-1.0,-0.16,4.54,172824415.02,186.4,0.83,0.72,0.08,0.81,-0.48,0.0,0.0,7
KFOF11,Títulos e Val. Mob.,81.96,6417.0,0.72,0.8,2.4,5.11,10.03,0.8,0.85,0.84,8.55,-2.27,-1.48,28.48,44627322.58,98.39,0.83,0.73,-1.84,-1.12,12.53,0.0,0.0,0
HGIC11,Títulos e Val. Mob.,106.18,9.0,1.21,1.13,3.1,6.0,11.9,1.03,1.0,0.99,9.78,1.42,2.56,11.24,33581846.82,116.44,0.91,1.04,0.78,1.82,18.39,0.0,0.0,0
CRFF11,Títulos e Val. Mob.,74.45,2.0,0.63,0.8,2.45,5.2,9.69,0.82,0.87,0.81,8.34,4.65,5.49,22.96,61877632.14,89.67,0.83,0.7,-0.9,-0.21,11.06,0.0,0.0,0
ITIT11,Títulos e Val. Mob.,78.09,1102.0,0.58,0.71,2.17,4.53,9.05,0.72,0.75,0.75,7.6,0.0,0.71,21.95,76173259.19,84.59,0.92,0.69,-1.74,-1.07,12.68,0.0,0.0,0
VIFI11,Títulos e Val. Mob.,7.47,12771.0,0.06,0.8,2.39,4.98,10.11,0.8,0.83,0.84,8.4,0.0,0.8,5.08,75800518.38,9.37,0.8,0.64,-0.77,-0.14,-68.07,0.0,0.0,0
BTSG11,Híbrido,100.0,1.0,0.87,0.86,1.72,1.72,0.0,0.57,0.29,0.0,1.72,0.0,0.86,1.73,103341425.67,133.34,0.75,0.65,0.0,0.65,5.34,0.0,0.0,0
HFOF11,Títulos e Val. Mob.,72.0,10067.0,0.62,0.78,2.37,4.94,9.56,0.79,0.82,0.8,8.07,0.0,0.78,8.9,1977685141.08,85.99,0.84,0.72,-1.48,-0.77,9.06,0.0,0.0,0
HOSI11,Híbrido,63.87,69.0,0.44,0.68,2.01,3.69,7.19,0.67,0.62,0.6,5.69,0.0,0.68,-7.18,53303825.45,92.95,0.69,0.47,0.2,0.67,4.6,0.0,0.0,2
RFOF11,Títulos e Val. Mob.,72.82,4277.0,0.73,0.95,2.81,5.69,11.13,0.94,0.95,0.93,9.36,0.0,0.95,14.4,92461368.65,85.76,0.85,0.85,-1.09,-0.25,6.65,0.0,0.0,0
KCRE11,Renda,91.0,5444.0,0.35,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.37,6.03,36338485.47,100.94,0.9,0.35,0.22,0.57,3.06,0.0,0.0,0
BRCO11,Logística,99.35,26301.0,0.7,0.64,1.92,4.01,7.86,0.64,0.67,0.66,6.56,0.0,0.64,20.18,1760902381.7,119.15,0.83,0.59,0.07,0.65,5.56,0.0,0.0,10
BBPO11,Lajes Corporativas,89.04,26791.0,0.92,0.99,3.01,6.34,12.25,1.0,1.06,1.02,10.31,0.0,0.99,9.45,1596823411.7,100.3,0.89,0.92,0.11,1.03,14.72,0.0,0.0,64
RBLG11,Logística,98.5,21.0,0.88,0.89,2.74,5.5,10.84,0.91,0.92,0.9,7.31,0.0,0.89,16.59,64943404.61,101.44,0.97,0.87,-0.4,0.46,2.83,0.0,0.0,1
BCIA11,Títulos e Val. Mob.,85.11,2610.0,0.76,0.83,2.47,5.13,9.88,0.82,0.86,0.82,8.34,0.0,0.83,15.16,398766701.5,107.22,0.79,0.71,-1.12,-0.42,10.1,0.0,0.0,0
EURO11,Logística,226.23,85.0,1.83,0.81,2.27,4.68,9.68,0.76,0.78,0.81,8.03,0.0,0.81,21.78,120125755.03,312.88,0.72,0.58,0.11,0.69,6.02,0.0,0.0,6
CXRI11,Híbrido,68.1,2.0,0.55,0.79,2.37,5.12,9.72,0.79,0.85,0.81,8.25,0.0,0.79,9.05,139445989.22,88.49,0.77,0.62,-1.25,-0.64,10.56,0.0,0.0,0
KNSC11,Títulos e Val. Mob.,68.11,48.0,0.52,0.59,1.97,5.56,13.11,0.66,0.93,1.09,10.23,0.0,0.59,-1.42,1189926884.16,89.63,0.76,0.58,0.47,1.06,10.3,0.0,0.0,0
RBFF11,Títulos e Val. Mob.,53.39,1989.0,0.51,0.92,2.66,5.51,10.85,0.89,0.92,0.9,9.12,0.0,0.92,9.9,252391278.97,67.32,0.79,0.76,-0.8,-0.04,11.09,0.0,0.0,0
GGRC11,Logística,116.86,13984.0,1.08,0.88,2.47,5.0,9.67,0.82,0.83,0.81,8.2,0.0,0.88,14.01,967982208.71,124.77,0.94,0.87,-0.17,0.7,1.38,0.0,0.0,20
PQAG11,Logística,54.26,5.0,0.44,0.81,2.31,4.49,8.53,0.77,0.75,0.71,7.25,0.0,0.81,3.69,801554848.1,57.29,0.95,0.77,-0.02,0.75,8.24,0.0,0.0,1
VCJR11,Títulos e Val. Mob.,90.46,16148.0,0.25,0.27,1.2,5.34,13.46,0.4,0.89,1.12,10.38,0.0,0.27,5.21,1407639723.83,95.6,0.95,0.26,1.2,1.47,12.68,0.0,0.0,0
HGRU11,Híbrido,118.09,25769.0,0.82,0.65,1.95,4.61,8.72,0.65,0.77,0.73,8.08,0.0,0.65,25.03,219485588.36,119.24,0.99,0.69,0.29,0.98,7.07,0.0,0.0,17
XPCI11,Outros,83.89,28586.0,0.67,0.77,2.78,6.27,12.97,0.93,1.05,1.08,10.95,0.0,0.77,-0.18,83181437.44,95.51,0.88,0.7,-1.59,-0.89,11.61,0.0,0.0,0
PORD11,Títulos e Val. Mob.,90.75,5542.0,0.9,0.95,3.29,7.8,15.7,1.1,1.3,1.31,14.58,0.0,0.95,16.29,365159647.16,97.94,0.93,1.12,-0.05,1.07,7.6,0.0,0.0,0
BLMO11,Lajes Corporativas,2000.0,40.0,26.02,0.13,0.45,0.7,0.0,0.15,0.12,0.0,0.86,0.0,0.13,-22.41,111755359.35,29432.54,0.68,0.11,-0.08,0.04,12.89,0.0,0.0,1
MXRF11,Híbrido,10.05,395873.0,0.1,0.98,3.02,6.39,12.26,1.01,1.07,1.02,10.56,0.0,0.98,24.62,2305298861.59,10.2,0.99,1.03,0.58,1.61,4.89,0.0,0.0,0
KISU11,Títulos e Val. Mob.,8.03,64516.0,0.08,0.9,2.65,5.85,10.86,0.88,0.97,0.9,9.2,0.0,0.9,12.14,414610309.11,9.38,0.86,0.8,-0.19,0.6,7.15,0.0,0.0,0
