codigo_fundo,setor,preco_atual,liquidez_diaria,dividendo,dividend_yield,dy3_m_acumulado,dy6_m_acumulado,dy12_m_acumulado,dy3_m_media,dy6_m_media,dy12_m_media,dy_ano,variacao_preço,rentab_periodo,rentab_acumulada,patrimonio_líq,vpa,p_vpa,dy_patrimonial,variação_patrimonial,rentab_patr_periodo,rentab_patr_acumulada,vacancia_fisica,vacancia_financeira,quantidade_ativos
RBGS11,Shoppings,28.45,5157.0,0.18,0.62,1.59,2.73,5.12,0.53,0.46,0.43,5.12,-1.9,-1.29,-28.71,97865283.71,90.78,0.31,0.18,0.0,0.18,1.17,13.0,0.0,1
BPML11,Shoppings,65.0,1335.0,0.15,0.23,0.95,2.59,0.0,0.32,0.43,0.0,1.49,-7.36,-7.14,1.82,536943743.35,124.72,0.52,0.24,-0.74,-0.5,-0.02,5.8,0.0,7
TORD11,Outros,8.26,56909.0,0.17,1.94,3.98,6.33,12.27,1.33,1.06,1.02,6.33,-6.41,-4.59,-3.33,496263415.26,14.16,0.58,0.57,0.34,0.9,11.73,0.0,0.0,0
IBFF11,Títulos e Val. Mob.,66.4,1924.0,0.3,0.44,2.01,4.58,9.52,0.67,0.76,0.79,5.42,7.5,7.98,19.59,48361846.89,72.54,0.92,0.69,-1.95,-1.28,-0.61,0.0,0.0,0
YUFI11B,Residencial,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4170152.98,105.53,0.0,0.6,-0.01,0.59,6.32,0.0,0.0,0
MGCR11,Títulos e Val. Mob.,89.37,874.0,1.35,1.57,4.35,7.99,14.12,1.45,1.33,1.18,9.12,0.3,1.88,6.84,129620889.28,91.13,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0
NAVT11,Títulos e Val. Mob.,81.3,4081.0,0.85,1.15,3.5,6.84,11.97,1.17,1.14,1.0,7.87,2.37,3.56,9.56,97716626.71,92.67,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0
CORM11,Híbrido,81.0,412.0,0.77,0.9,2.76,5.35,11.38,0.92,0.89,0.95,6.2,-2.97,-2.1,-4.27,92123992.72,90.56,0.89,0.89,-2.33,-1.45,0.21,0.0,0.0,0
RZAK11,Títulos e Val. Mob.,103.97,19110.0,1.5,1.52,5.03,9.47,16.17,1.68,1.58,1.35,10.83,0.23,1.75,15.59,323459849.34,95.05,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0
BLMC11,Outros,87.8,157.0,1.17,1.37,3.98,7.52,13.98,1.33,1.25,1.16,8.64,-1.71,-0.37,-5.14,39132486.17,97.95,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0
MATV11,Títulos e Val. Mob.,93.2,21.0,1.1,1.13,3.8,7.58,0.0,1.27,1.26,0.0,8.71,-2.67,-1.57,7.94,33257502.1,95.77,0.97,1.36,-1.92,-0.59,0.53,0.0,0.0,0
BTLG11,Logística,102.18,56835.0,0.74,0.73,2.27,4.37,8.5,0.76,0.73,0.71,5.07,3.89,4.64,4.61,1504876179.16,98.82,1.03,0.73,-0.22,0.51,1.24,0.0,2.0,16
ERCR11,Híbrido,89.1,177.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165915282.64,69829.66,0.0,1.12,-0.1,1.02,3.32,0.0,0.0,0
ERCR11,Híbrido,89.2,4779.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165915282.64,69829.66,0.0,1.12,-0.1,1.02,3.32,0.0,0.0,0
ERCR11,Híbrido,88.55,2738.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165915282.64,69829.66,0.0,1.12,-0.1,1.02,3.32,0.0,0.0,0
ERCR11,Híbrido,89.31,2315.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165915282.64,69829.66,0.0,1.12,-0.1,1.02,3.32,0.0,0.0,0
ERCR11,Híbrido,88.83,6123.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165915282.64,69829.66,0.0,1.12,-0.1,1.02,3.32,0.0,0.0,0
ERCR11,Híbrido,88.66,2350.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165915282.64,69829.66,0.0,1.12,-0.1,1.02,3.32,0.0,0.0,0
ERCR11,Híbrido,88.3,9724.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165915282.64,69829.66,0.0,1.12,-0.1,1.02,3.32,0.0,0.0,0
ERCR11,Híbrido,88.24,3488.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165915282.64,69829.66,0.0,1.12,-0.1,1.02,3.32,0.0,0.0,0
FLRP11,Shoppings,1526.0,24.0,10.0,0.63,2.33,4.7,8.08,0.78,0.78,0.67,5.37,5.48,6.14,38.89,112693577.6,1727.58,0.88,0.58,0.48,1.06,3.3,2.01,0.0,1
BTRA11,Outros,85.9,7010.0,0.7,0.74,2.46,5.21,10.2,0.82,0.87,0.85,6.12,17.36,18.23,2.45,350107569.75,104.06,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0
EVBI11,Híbrido,100.0,3159.0,0.75,0.76,2.28,4.64,9.2,0.76,0.77,0.77,5.45,1.11,1.88,12.36,139909108.47,100.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
VVPR11,Híbrido,101.5,2211.0,0.73,0.73,2.41,4.84,9.58,0.8,0.81,0.8,5.69,0.52,1.25,12.68,23844573.76,103.41,0.98,0.74,0.02,0.76,1.53,0.0,0.0,6
BARI11,Títulos e Val. Mob.,94.52,6325.0,1.05,1.06,3.94,7.72,14.52,1.31,1.29,1.21,9.84,-1.26,-0.21,4.14,47193800.88,101.84,0.93,1.03,-0.29,0.74,7.44,0.0,0.0,0
KNSC11,Títulos e Val. Mob.,85.67,40905.0,0.7,0.82,2.98,6.77,14.51,0.99,1.13,1.21,9.08,-6.62,-5.85,-6.25,1178257357.98,88.75,0.97,0.79,0.54,1.33,7.98,0.0,0.0,0
KNCA11,Títulos e Val. Mob.,105.94,8376.0,1.46,1.36,3.66,7.22,0.0,1.22,1.2,0.0,8.21,0.47,1.84,5.29,827120197.4,102.11,1.04,1.43,1.18,2.62,9.64,0.0,0.0,0
JSRE11,Híbrido,86.5,25341.0,0.49,0.56,1.86,3.79,7.92,0.62,0.63,0.66,5.14,15.5,16.15,15.53,2359678921.37,113.62,0.76,0.43,0.11,0.55,3.19,14.8,13.4,5
XPCI11,Outros,86.51,30384.0,0.96,1.01,3.21,6.9,13.25,1.07,1.15,1.1,9.18,2.02,3.05,6.57,853537598.37,98.09,0.88,0.98,1.05,2.04,12.8,0.0,0.0,0
FVPQ11,Shoppings,121.0,437.0,0.52,0.44,1.72,3.65,7.22,0.57,0.61,0.6,5.26,4.01,4.47,22.72,555549403.82,198.4,0.61,0.26,-0.27,-0.01,3.2,5.5,0.0,1
HOSI11,Híbrido,68.0,30.0,0.44,0.64,1.81,3.32,7.03,0.6,0.55,0.59,4.32,3.67,4.33,-2.15,5396192.59,92.59,0.73,0.48,0.3,0.78,3.21,0.0,0.0,2
HREC11,Títulos e Val. Mob.,94.0,109.0,0.8,0.82,3.39,6.73,12.22,1.13,1.12,1.02,8.59,-0.2,0.61,11.21,424464609.39,91.15,1.03,0.88,0.58,1.46,8.49,0.0,0.0,0
PQAG11,Logística,55.94,1.0,0.42,0.74,2.19,4.28,8.11,0.73,0.71,0.68,5.68,0.11,0.84,6.96,801775734.17,57.3,0.98,0.73,0.0,0.73,6.66,0.0,0.0,1
ITIP11,Títulos e Val. Mob.,82.44,784.0,0.94,1.15,3.7,7.23,14.04,1.23,1.21,1.17,9.63,1.36,2.52,10.96,63335350.67,84.66,0.97,1.11,-1.26,-0.16,4.29,0.0,0.0,0
HFOF11,Títulos e Val. Mob.,78.2,13133.0,0.62,0.81,2.56,4.97,9.44,0.85,0.83,0.79,6.51,11.13,12.02,3.99,1999474919.62,86.93,0.9,0.71,5.78,6.53,8.7,0.0,0.0,0
FIGS11,Shoppings,55.47,1477.0,0.37,0.63,2.23,4.35,8.08,0.74,0.72,0.67,5.71,20.94,21.7,14.02,283838691.76,99.59,0.56,0.37,0.1,0.47,3.0,13.7,0.0,2
WPLZ11,Shoppings,79.11,148.0,0.5,0.66,1.88,3.11,5.49,0.63,0.52,0.46,3.88,11.72,12.45,10.12,10535692.82,102.9,0.77,0.49,0.03,0.52,2.98,11.0,0.0,1
JGPX11,Híbrido,96.6,1486.0,1.2,1.22,3.38,7.13,0.0,1.13,1.19,0.0,9.32,-0.26,0.95,11.23,81324970.36,95.89,1.01,1.25,0.31,1.57,9.51,0.0,0.0,0
MXRF11,Híbrido,10.28,435495.0,0.11,1.07,3.32,6.63,11.99,1.11,1.11,1.0,8.6,5.31,6.43,23.53,2302693543.19,10.19,1.01,0.98,-0.02,0.96,2.22,0.0,0.0,0
PORD11,Títulos e Val. Mob.,96.05,4941.0,1.15,1.19,4.49,8.85,15.55,1.5,1.48,1.3,11.27,-1.15,0.03,15.47,365338854.63,97.99,0.98,1.17,-0.19,0.98,6.46,0.0,0.0,0
SARE11,Híbrido,77.15,15414.0,0.65,0.81,2.77,5.29,10.55,0.92,0.88,0.88,7.06,14.23,15.15,19.12,904179109.81,97.91,0.79,0.66,-0.22,0.44,3.93,6.2,0.0,3
NSLU11,Hospital,171.79,864.0,0.85,0.5,1.56,3.98,8.92,0.52,0.66,0.74,1.56,12.26,12.81,14.01,251494605.37,194.46,0.88,0.0,0.0,0.0,0.0,0.0,0.0,1
PVBI11,Lajes Corporativas,97.63,24908.0,0.56,0.57,1.79,3.58,7.38,0.6,0.6,0.62,4.21,7.91,8.52,16.38,996236330.26,99.23,0.98,0.56,0.1,0.66,1.65,0.1,0.0,4
LVBI11,Logística,113.92,32663.0,0.75,0.66,2.16,4.35,8.59,0.72,0.72,0.72,5.06,15.23,15.99,20.78,1360439203.91,115.53,0.99,0.64,0.63,1.28,2.48,0.5,0.0,10
PQDP11,Shoppings,2290.31,14.0,17.87,0.8,2.59,4.38,8.6,0.86,0.73,0.72,5.24,13.17,14.07,16.26,815397327.57,3321.2,0.69,0.43,-1.05,-0.63,0.27,3.6,0.0,1
FIIB11,Híbrido,483.15,332.0,3.55,0.74,2.29,4.54,8.91,0.76,0.76,0.74,5.23,7.35,8.14,9.93,312730340.17,456.54,1.06,0.0,0.0,0.0,0.0,6.28,0.0,1
ABCP11,Shoppings,74.84,715.0,0.55,0.72,2.28,4.65,9.31,0.76,0.78,0.78,6.27,13.02,13.84,9.38,1119952411.71,91.77,0.82,0.6,0.02,0.62,5.14,7.5,0.0,1
RBHY11,Títulos e Val. Mob.,97.78,544.0,1.38,1.41,4.44,8.47,16.92,1.48,1.41,1.41,10.82,-0.42,0.99,6.12,183113957.49,96.71,1.01,1.43,-0.36,1.06,10.74,0.0,0.0,0
RMAI11,Lajes Corporativas,43.01,931.0,0.26,0.61,2.12,4.39,6.13,0.71,0.73,0.51,6.13,19.72,20.45,12.94,264537590.09,108.25,0.4,0.24,0.0,0.24,1.61,23.44,0.0,1
BRCO11,Logística,109.69,27632.0,0.7,0.64,2.08,4.0,7.76,0.69,0.67,0.65,5.28,10.1,10.81,18.17,1758903908.43,119.02,0.92,0.59,0.01,0.6,4.21,0.0,0.0,10
VCJR11,Títulos e Val. Mob.,89.6,8701.0,0.7,0.77,3.13,7.57,15.55,1.04,1.26,1.3,9.95,-2.32,-1.57,2.51,1383493425.11,93.96,0.95,0.74,0.47,1.22,10.28,0.0,0.0,0
XPSF11,Outros,7.68,123405.0,0.08,0.95,2.92,5.77,11.07,0.97,0.96,0.92,7.5,10.01,11.06,-89.28,387836157.83,8.96,0.86,0.84,5.23,6.11,-89.17,0.0,0.0,0
BTWR11,Lajes Corporativas,105.09,284.0,0.38,0.36,0.8,2.02,2.3,0.27,0.34,0.19,2.3,0.0,0.36,0.88,90257312.3,111.53,0.94,0.34,0.11,0.45,5.63,12.0,0.0,1
BCIA11,Títulos e Val. Mob.,91.9,1353.0,0.74,0.81,2.6,5.14,9.74,0.87,0.86,0.81,6.69,10.5,11.39,12.76,40372083.63,108.55,0.85,0.68,5.9,6.62,9.91,0.0,0.0,0
BBGO11,Títulos e Val. Mob.,85.49,1493.0,0.75,0.86,2.72,4.64,0.0,0.91,0.77,0.0,5.09,2.1,2.98,5.41,394157372.88,98.41,0.87,0.76,0.28,1.04,6.66,0.0,0.0,0
BNFS11,Outros,122.93,512.0,1.48,1.23,3.69,7.1,13.12,1.23,1.18,1.09,9.13,2.9,4.17,3.88,69456969.88,99.22,1.24,1.5,0.0,1.5,8.67,0.0,0.0,18
EDFO11B,Lajes Corporativas,209.99,6.0,1.68,0.81,2.52,4.69,8.64,0.84,0.78,0.72,6.03,8.79,9.68,2.09,45762672.04,193.91,1.08,0.87,0.13,1.0,6.09,7.1,0.0,1
CXCE11B,Outros,40.95,671.0,0.36,0.89,2.76,5.36,10.86,0.92,0.89,0.9,7.09,7.28,8.23,-5.61,111694285.06,65.21,0.63,0.0,0.0,0.0,0.0,0.0,0.0,1
QIRI11,Títulos e Val. Mob.,78.04,39.0,0.66,0.86,2.85,5.44,9.6,0.95,0.91,0.8,7.0,6.81,7.72,-8.39,13496955.35,89.98,0.87,0.73,6.29,7.07,8.72,0.0,0.0,0
BLMO11,Lajes Corporativas,2200.0,10.0,37.45,0.16,0.35,0.54,0.0,0.12,0.09,0.0,0.56,-4.0,-3.85,-7.17,111839709.47,29454.76,0.75,0.13,0.08,0.21,12.85,0.0,0.0,1
HGRU11,Híbrido,126.27,19179.0,0.82,0.64,2.34,4.47,8.4,0.78,0.75,0.7,5.81,7.1,7.79,18.03,218842201.09,118.89,1.06,0.69,0.55,1.24,6.03,0.0,0.0,17
HGCR11,Títulos e Val. Mob.,102.74,38867.0,1.2,1.15,3.45,6.57,12.3,1.15,1.1,1.03,8.55,0.91,2.08,7.43,1495774340.9,101.98,1.01,1.18,0.26,1.44,9.59,0.0,0.0,0
BBFI11B,Lajes Corporativas,1920.0,151.0,26.31,1.31,4.33,8.4,15.8,1.44,1.4,1.32,10.52,12.51,13.98,-2.35,375131778.13,2885.63,0.67,0.91,1.18,2.1,4.25,39.11,0.0,2
HGPO11,Lajes Corporativas,262.0,1543.0,1.6,0.61,1.72,3.29,6.62,0.57,0.55,0.55,4.32,4.03,4.66,5.99,469905295.95,268.05,0.98,0.6,-0.05,0.55,4.24,4.99,2.72,2
ITIT11,Títulos e Val. Mob.,82.08,1381.0,0.54,0.73,2.35,4.65,8.94,0.78,0.77,0.74,6.17,3.51,4.27,8.06,77364892.19,85.91,0.96,0.63,11.2,11.9,12.89,0.0,0.0,0
HGLG11,Logística,168.4,40847.0,1.1,0.64,3.3,5.31,9.65,1.1,0.88,0.8,6.61,2.44,3.09,8.28,346019483.95,147.51,1.14,0.75,0.86,1.61,7.05,6.9,6.5,17
HAAA11,Lajes Corporativas,88.65,12.0,0.54,0.61,1.89,3.6,7.0,0.63,0.6,0.58,4.72,-1.53,-0.93,-3.06,312405497.72,90.42,0.98,0.6,0.49,1.09,0.02,17.0,0.0,1
HGFF11,Títulos e Val. Mob.,79.26,11108.0,0.65,0.81,2.58,5.11,9.7,0.86,0.85,0.81,6.69,12.26,13.16,13.21,265289507.45,92.64,0.86,0.7,6.26,7.01,9.18,0.0,0.0,0
HPDP11,Shoppings,80.97,6.0,0.45,0.51,1.61,3.25,6.38,0.54,0.54,0.53,4.32,7.25,7.8,9.88,27692639.54,94.92,0.85,0.47,0.0,0.48,4.01,2.0,0.0,1
HGBS11,Shoppings,211.5,11351.0,1.3,0.6,2.13,4.14,7.72,0.71,0.69,0.64,5.52,18.35,19.06,36.02,2195124932.97,219.51,0.96,0.59,1.48,2.08,6.8,6.5,0.0,17
CYCR11,Títulos e Val. Mob.,85.5,463.0,1.0,1.08,3.27,7.09,0.0,1.09,1.18,0.0,9.38,-1.13,-0.06,1.25,156128638.42,95.73,0.89,1.04,0.0,1.04,6.57,0.0,0.0,0
CBOP11,Lajes Corporativas,59.0,359.0,0.49,0.81,3.3,5.67,13.62,1.1,0.95,1.13,7.15,-0.53,0.28,-10.99,107636944.4,76.07,0.78,0.64,-0.53,0.11,-11.28,33.59,30.79,1
BTSG11,Híbrido,100.0,248.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10471243.95,134.28,0.74,0.65,0.71,1.36,4.71,0.0,0.0,0
KISU11,Títulos e Val. Mob.,8.51,110357.0,0.07,0.84,3.04,5.75,10.57,1.01,0.96,0.88,7.4,5.07,5.96,9.62,415418376.95,9.4,0.91,0.74,6.55,7.34,6.51,0.0,0.0,0
XPPR11,Outros,44.72,23761.0,0.3,0.6,2.04,4.43,9.33,0.68,0.74,0.78,5.9,6.01,6.65,-17.12,555483607.84,75.93,0.59,0.4,-0.65,-0.26,-3.32,46.0,0.0,4
PATL11,Híbrido,84.6,7176.0,0.58,0.74,2.28,4.56,9.38,0.76,0.76,0.78,6.07,7.67,8.47,10.51,489389528.88,98.04,0.86,0.59,0.27,0.87,4.91,0.0,0.0,4
XPCM11,Lajes Corporativas,17.5,5271.0,0.12,0.83,2.77,5.95,10.88,0.92,0.99,0.91,7.65,6.91,7.79,-17.98,127310569.38,52.73,0.33,0.23,-0.47,-0.25,-1.55,100.0,0.0,1
RBFF11,Títulos e Val. Mob.,56.85,3988.0,0.5,0.83,2.7,5.51,10.64,0.9,0.92,0.89,7.29,6.69,7.58,17.0,25315941.91,67.52,0.84,0.74,6.37,7.15,9.76,0.0,0.0,0
SDIL11,Logística,97.3,9627.0,0.76,0.78,2.5,5.0,10.15,0.83,0.83,0.85,6.73,11.38,12.24,21.14,63255298.98,98.84,0.98,0.77,-0.26,0.5,7.78,2.6,0.0,5
CXCO11,Lajes Corporativas,78.37,1183.0,0.72,0.9,2.85,5.58,10.4,0.95,0.93,0.87,7.24,7.3,8.27,4.77,378865717.01,96.54,0.81,0.74,0.05,0.79,6.37,0.0,0.0,0
HSML11,Shoppings,92.75,23012.0,0.67,0.73,2.4,4.66,8.86,0.8,0.78,0.74,6.16,17.5,18.36,27.54,1547656456.45,98.07,0.95,0.68,-0.83,-0.15,2.85,4.5,0.0,6
VSHO11,Shoppings,79.45,504.0,0.59,0.74,2.3,4.67,9.12,0.77,0.78,0.76,6.12,1.41,2.16,7.91,205928223.48,98.12,0.81,0.0,0.0,0.0,0.0,12.96,0.0,3
BBPO11,Lajes Corporativas,91.6,11494.0,0.92,1.03,3.29,6.39,12.07,1.1,1.07,1.01,8.32,12.97,14.13,3.84,1593822693.55,100.12,0.91,0.92,0.02,0.94,12.43,0.0,0.0,64
VIFI11,Títulos e Val. Mob.,7.53,15742.0,0.06,0.8,2.54,5.15,10.2,0.85,0.86,0.85,6.81,8.7,9.57,2.88,7660116.27,9.4,0.8,0.64,8.13,8.82,-68.37,0.0,0.0,0
VINO11,Lajes Corporativas,48.25,24320.0,0.34,0.67,2.21,4.29,9.5,0.74,0.71,0.79,5.67,14.24,15.01,3.37,896316391.45,54.11,0.89,0.63,0.6,1.23,2.62,4.2,0.0,9
VISC11,Shoppings,111.5,32699.0,0.72,0.64,2.04,4.1,8.06,0.68,0.68,0.67,5.46,11.47,12.18,18.15,229243347.36,114.67,0.97,0.63,-0.04,0.58,3.64,8.3,0.0,15
TRXF11,Outros,112.38,65154.0,0.85,0.77,2.67,5.13,9.9,0.89,0.86,0.83,6.71,7.35,8.18,16.07,751538980.84,103.73,1.08,0.82,0.09,0.91,10.09,0.0,0.0,44
EURO11,Logística,222.15,208.0,1.75,0.69,2.35,4.72,9.59,0.78,0.79,0.8,6.45,24.95,25.81,35.23,119914740.35,312.33,0.71,0.56,-0.05,0.51,4.63,0.0,0.0,6
BBIM11,Títulos e Val. Mob.,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32291201.79,31.2,0.0,0.8,-27.9,-27.33,-31.49,0.0,0.0,0
AIEC11,Lajes Corporativas,79.55,7344.0,0.73,0.91,2.94,6.3,11.25,0.98,1.05,0.94,7.96,8.87,9.87,10.45,48917847.14,101.38,0.78,0.72,0.04,0.76,5.83,0.0,0.0,2
GALG11,Híbrido,9.69,91101.0,0.08,0.83,2.59,5.17,10.15,0.86,0.86,0.85,6.85,-89.3,-89.21,-89.47,581925634.33,10.12,0.96,0.81,-89.99,-89.91,-89.55,0.0,0.0,6
