codigo_fundo,setor,preco_atual,liquidez_diaria,dividendo,dividend_yield,dy3_m_acumulado,dy6_m_acumulado,dy12_m_acumulado,dy3_m_media,dy6_m_media,dy12_m_media,dy_ano,variacao_preço,rentab_periodo,rentab_acumulada,patrimonio_líq,vpa,p_vpa,dy_patrimonial,variação_patrimonial,rentab_patr_periodo,rentab_patr_acumulada,vacancia_fisica,vacancia_financeira,quantidade_ativos
BCFF11,Títulos e Val. Mob.,71.68,31804.0,0.56,0.77,2.53,4.97,9.43,0.84,0.83,0.79,6.52,7.31,8.13,8.6,1974358766.03,78.39,0.91,0.71,1.68,2.4,2.83,0.0,0.0,0
BCIA11,Títulos e Val. Mob.,93.82,5419.0,0.74,0.81,2.6,5.14,9.74,0.87,0.86,0.81,6.69,10.5,11.39,12.76,40372083.63,108.55,0.86,0.68,5.9,6.62,9.91,0.0,0.0,0
BCRI11,Títulos e Val. Mob.,104.3,7903.0,1.29,1.23,3.83,7.56,14.18,1.28,1.26,1.18,9.77,-2.27,-1.07,4.22,65471761.65,104.62,1.0,1.23,-1.45,-0.24,7.01,0.0,0.0,0
BICE11,Títulos e Val. Mob.,950.0,240.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20682601.39,981.57,0.97,1.63,-0.68,0.93,1.54,0.0,0.0,0
BICR11,Títulos e Val. Mob.,102.0,151.0,0.82,0.82,1.97,4.72,8.42,0.66,0.79,0.7,6.01,-1.53,-0.73,13.05,5036197.03,100.72,1.01,0.81,0.27,1.09,7.24,0.0,0.0,0
BLCA11,Lajes Corporativas,90.0,3.0,0.56,0.61,1.7,3.23,0.0,0.57,0.54,0.0,3.75,0.0,0.61,-3.09,141208224.29,88.26,1.02,0.0,0.0,0.0,0.0,0.0,0.0,1
BLCP11,Outros,91.49,5.0,0.45,0.5,1.69,3.44,6.49,0.56,0.57,0.54,4.69,7.69,8.22,19.83,256624475.41,111.76,0.82,0.41,13.61,14.07,15.25,6.2,0.0,2
BLMC11,Outros,84.5,189.0,1.17,1.37,3.98,7.52,13.98,1.33,1.25,1.16,8.64,-1.71,-0.37,-5.14,39132486.17,97.95,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0
BLMG11,Logística,86.73,7913.0,0.8,0.94,3.02,5.86,11.39,1.01,0.98,0.95,7.61,11.18,12.23,-2.59,351417258.89,92.22,0.94,0.87,0.83,1.7,-3.1,0.0,0.0,4
BLMO11,Lajes Corporativas,2200.0,10.0,37.45,0.16,0.35,0.54,0.0,0.12,0.09,0.0,0.56,-4.0,-3.85,-7.17,111839709.47,29454.76,0.75,0.13,0.08,0.21,12.85,0.0,0.0,1
BLMR11,Títulos e Val. Mob.,7.82,36864.0,0.08,0.97,3.1,6.15,11.75,1.03,1.03,0.98,8.09,7.92,8.96,5.4,216801524.28,8.49,0.92,0.88,6.98,7.92,7.8,0.0,0.0,0
BMLC11,Lajes Corporativas,100.97,4361.0,0.72,0.74,2.28,4.56,9.02,0.76,0.76,0.75,5.86,-1.98,-1.26,12.81,10967209.47,109.24,0.92,0.86,-0.01,0.85,1.94,7.0,0.0,2
BNFS11,Outros,124.5,787.0,1.48,1.23,3.69,7.1,13.12,1.23,1.18,1.09,9.13,2.9,4.17,3.88,69456969.88,99.22,1.25,1.5,0.0,1.5,8.67,0.0,0.0,18
BPFF11,Títulos e Val. Mob.,70.94,8802.0,0.7,0.99,3.38,6.47,11.78,1.13,1.08,0.98,8.27,7.38,8.44,11.76,355995596.04,79.25,0.9,0.88,4.38,5.3,7.35,0.0,0.0,0
BPML11,Shoppings,64.25,8700.0,0.15,0.23,0.95,2.59,0.0,0.32,0.43,0.0,1.49,-7.36,-7.14,1.82,536943743.35,124.72,0.52,0.24,-0.74,-0.5,-0.02,5.8,0.0,7
BRCO11,Logística,108.5,76823.0,0.7,0.64,2.08,4.0,7.76,0.69,0.67,0.65,5.28,10.1,10.81,18.17,1758903908.43,119.02,0.91,0.59,0.01,0.6,4.21,0.0,0.0,10
BRCR11,Híbrido,69.79,40651.0,0.47,0.67,2.27,4.41,8.63,0.76,0.73,0.72,5.14,21.12,21.93,8.74,2689411478.04,100.96,0.69,0.47,-0.54,-0.08,-2.46,21.0,25.8,15
BREV11,Híbrido,10.04,31943.0,0.61,0.57,1.82,3.57,6.99,0.61,0.6,0.58,4.74,13.53,14.18,16.54,106245435.86,109.85,0.09,0.56,-0.03,0.52,4.25,0.0,0.0,12
BREV11,Híbrido,10.04,26907.0,0.61,0.57,1.82,3.57,6.99,0.61,0.6,0.58,4.74,13.53,14.18,16.54,106245435.86,109.85,0.09,0.56,-0.03,0.52,4.25,0.0,0.0,12
BREV11,Híbrido,10.08,11424.0,0.61,0.57,1.82,3.57,6.99,0.61,0.6,0.58,4.74,13.53,14.18,16.54,106245435.86,109.85,0.09,0.56,-0.03,0.52,4.25,0.0,0.0,12
BREV11,Híbrido,10.03,18597.0,0.61,0.57,1.82,3.57,6.99,0.61,0.6,0.58,4.74,13.53,14.18,16.54,106245435.86,109.85,0.09,0.56,-0.03,0.52,4.25,0.0,0.0,12
BREV11,Híbrido,10.06,66447.0,0.61,0.57,1.82,3.57,6.99,0.61,0.6,0.58,4.74,13.53,14.18,16.54,106245435.86,109.85,0.09,0.56,-0.03,0.52,4.25,0.0,0.0,12
BREV11,Híbrido,10.03,20744.0,0.61,0.57,1.82,3.57,6.99,0.61,0.6,0.58,4.74,13.53,14.18,16.54,106245435.86,109.85,0.09,0.56,-0.03,0.52,4.25,0.0,0.0,12
BREV11,Híbrido,10.04,40677.0,0.61,0.57,1.82,3.57,6.99,0.61,0.6,0.58,4.74,13.53,14.18,16.54,106245435.86,109.85,0.09,0.56,-0.03,0.52,4.25,0.0,0.0,12
BREV11,Híbrido,10.02,40990.0,0.61,0.57,1.82,3.57,6.99,0.61,0.6,0.58,4.74,13.53,14.18,16.54,106245435.86,109.85,0.09,0.56,-0.03,0.52,4.25,0.0,0.0,12
BRLA11,Híbrido,150.0,334.0,1.09,0.73,1.52,3.69,7.02,0.51,0.61,0.59,5.01,8.7,9.49,14.26,379116262.56,157.99,0.95,0.69,-0.13,0.56,-10.38,0.0,0.0,0
BTAL11,Outros,100.45,8556.0,0.83,0.83,2.59,5.11,10.18,0.86,0.85,0.85,6.78,4.24,5.11,13.53,63673252.98,106.32,0.94,0.78,-0.76,0.02,6.34,0.0,0.0,7
BTCR11,Títulos e Val. Mob.,94.98,3548.0,0.95,1.0,3.42,7.32,13.29,1.14,1.22,1.11,9.66,-2.59,-1.62,13.33,456444958.28,94.89,1.0,1.0,-0.79,0.2,2.26,0.0,0.0,0
BTLG11,Logística,103.0,36726.0,0.74,0.73,2.27,4.37,8.5,0.76,0.73,0.71,5.07,3.89,4.64,4.61,1504876179.16,98.82,1.04,0.73,-0.22,0.51,1.24,0.0,2.0,16
BTRA11,Outros,85.05,2911.0,0.7,0.74,2.46,5.21,10.2,0.82,0.87,0.85,6.12,17.36,18.23,2.45,350107569.75,104.06,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0
BTSG11,Híbrido,100.0,248.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10471243.95,134.28,0.74,0.65,0.71,1.36,4.71,0.0,0.0,0
BTWR11,Lajes Corporativas,105.49,274.0,0.38,0.36,0.8,2.02,2.3,0.27,0.34,0.19,2.3,0.0,0.36,0.88,90257312.3,111.53,0.95,0.34,0.11,0.45,5.63,12.0,0.0,1
BZLI11,Títulos e Val. Mob.,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.68,1.14,440205505.76,10.78,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0
CACR11,Híbrido,101.35,10187.0,1.54,1.52,4.4,7.4,15.44,1.47,1.23,1.29,10.17,3.54,5.12,4.19,186509870.57,103.19,0.98,1.49,0.19,1.68,33.38,0.0,0.0,0
CARE11,Híbrido,3.99,6391.0,0.0,0.23,0.66,1.36,1.6,0.22,0.23,0.13,1.36,-2.63,-2.41,5.65,292218917.16,8.17,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0
CBOP11,Lajes Corporativas,58.67,476.0,0.49,0.81,3.3,5.67,13.62,1.1,0.95,1.13,7.15,-0.53,0.28,-10.99,107636944.4,76.07,0.77,0.64,-0.53,0.11,-11.28,33.59,30.79,1
CCRF11,Títulos e Val. Mob.,97.0,3.0,0.9,0.98,4.01,7.22,0.0,1.34,1.2,0.0,9.62,-6.83,-5.92,1.57,15297136.88,97.32,1.0,0.92,-4.01,-3.12,1.59,0.0,0.0,0
CEOC11,Lajes Corporativas,59.95,108.0,0.5,0.82,2.49,4.88,9.67,0.83,0.81,0.81,6.57,1.91,2.75,13.7,163369617.86,89.98,0.67,0.56,-0.16,0.4,1.65,0.0,0.0,1
CJCT11,Lajes Corporativas,83.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231360831.28,80.61,1.03,0.0,0.0,0.0,0.0,59.0,0.0,1
CNES11,Lajes Corporativas,33.06,142.0,0.11,0.34,0.91,1.65,3.57,0.3,0.27,0.3,2.23,-9.59,-9.28,-0.23,257399777.87,87.28,0.38,0.13,-0.02,0.11,1.27,56.7,0.0,1
CORM11,Híbrido,81.0,412.0,0.77,0.9,2.76,5.35,11.38,0.92,0.89,0.95,6.2,-2.97,-2.1,-4.27,92123992.72,90.56,0.89,0.89,-2.33,-1.45,0.21,0.0,0.0,0
CPFF11,Híbrido,74.97,5310.0,0.62,0.84,2.57,5.14,10.15,0.86,0.86,0.85,7.02,6.58,7.47,10.62,439277544.57,80.6,0.93,0.77,4.81,5.62,6.81,0.0,0.0,0
CPTS11,Títulos e Val. Mob.,91.15,80488.0,1.1,1.2,3.64,7.13,13.58,1.21,1.19,1.13,9.4,2.09,3.32,3.23,2899539421.26,91.23,1.0,1.21,-2.31,-1.13,0.61,0.0,0.0,0
CRFF11,Títulos e Val. Mob.,73.99,20.0,0.61,0.8,2.66,5.21,9.21,0.89,0.87,0.77,6.7,16.0,16.93,17.08,58346183.81,84.55,0.88,0.7,-0.29,0.41,3.28,0.0,0.0,0
CTXT11,Lajes Corporativas,12.21,45.0,0.09,0.39,0.78,1.36,5.53,0.26,0.23,0.46,1.36,-2.58,-2.2,-39.31,115874720.49,39.92,0.31,0.0,0.0,0.0,0.0,97.0,0.0,1
CVBI11,Títulos e Val. Mob.,90.19,32127.0,0.74,0.81,3.13,7.18,13.89,1.04,1.2,1.16,9.38,-6.0,-5.24,-1.32,13517852.64,94.02,0.96,0.79,-5.82,-5.08,3.35,0.0,0.0,0
CXAG11,Outros,80.72,830.0,0.75,0.94,3.04,5.96,0.0,1.01,0.99,0.0,6.95,2.69,3.66,11.95,23993824.94,114.77,0.7,0.65,-0.01,0.64,15.9,0.0,0.0,0
CXCE11B,Outros,39.99,291.0,0.36,0.89,2.76,5.36,10.86,0.92,0.89,0.9,7.09,7.28,8.23,-5.61,111425979.36,65.05,0.61,0.55,0.08,0.63,-2.28,0.0,0.0,1
CXCO11,Lajes Corporativas,78.03,2928.0,0.72,0.9,2.85,5.58,10.4,0.95,0.93,0.87,7.24,7.3,8.27,4.77,378865717.01,96.54,0.81,0.74,0.05,0.79,6.37,0.0,0.0,0
CXRI11,Híbrido,69.93,299.0,0.55,0.79,2.67,5.14,9.39,0.89,0.86,0.78,6.66,10.91,11.78,8.29,129809519.46,82.38,0.85,0.67,-0.14,0.53,1.66,0.0,0.0,0
CXTL11,Logística,94.15,4019.0,0.97,0.25,0.67,1.33,4.9,0.22,0.22,0.41,0.67,0.0,0.25,-5.49,372853.28,690.86,0.14,0.04,-1.61,-1.57,-1.46,61.0,0.0,3
CXTL11,Logística,93.52,2670.0,0.97,0.25,0.67,1.33,4.9,0.22,0.22,0.41,0.67,0.0,0.25,-5.49,372853.28,690.86,0.14,0.04,-1.61,-1.57,-1.46,61.0,0.0,3
CXTL11,Logística,93.72,4356.0,0.97,0.25,0.67,1.33,4.9,0.22,0.22,0.41,0.67,0.0,0.25,-5.49,372853.28,690.86,0.14,0.04,-1.61,-1.57,-1.46,61.0,0.0,3
CXTL11,Logística,94.17,2323.0,0.97,0.25,0.67,1.33,4.9,0.22,0.22,0.41,0.67,0.0,0.25,-5.49,372853.28,690.86,0.14,0.04,-1.61,-1.57,-1.46,61.0,0.0,3
CXTL11,Logística,93.97,1356.0,0.97,0.25,0.67,1.33,4.9,0.22,0.22,0.41,0.67,0.0,0.25,-5.49,372853.28,690.86,0.14,0.04,-1.61,-1.57,-1.46,61.0,0.0,3
CXTL11,Logística,94.06,3047.0,0.97,0.25,0.67,1.33,4.9,0.22,0.22,0.41,0.67,0.0,0.25,-5.49,372853.28,690.86,0.14,0.04,-1.61,-1.57,-1.46,61.0,0.0,3
CXTL11,Logística,94.28,1419.0,0.97,0.25,0.67,1.33,4.9,0.22,0.22,0.41,0.67,0.0,0.25,-5.49,372853.28,690.86,0.14,0.04,-1.61,-1.57,-1.46,61.0,0.0,3
CXTL11,Logística,93.31,6678.0,0.97,0.25,0.67,1.33,4.9,0.22,0.22,0.41,0.67,0.0,0.25,-5.49,372853.28,690.86,0.14,0.04,-1.61,-1.57,-1.46,61.0,0.0,3
CYCR11,Títulos e Val. Mob.,85.99,10399.0,1.0,1.08,3.27,7.09,0.0,1.09,1.18,0.0,9.38,-1.13,-0.06,1.25,156128638.42,95.73,0.9,1.04,0.0,1.04,6.57,0.0,0.0,0
DEVA11,Títulos e Val. Mob.,94.64,26659.0,1.0,1.02,3.69,8.04,15.77,1.23,1.34,1.31,10.4,-0.61,0.4,5.05,138306606.99,99.46,0.95,1.01,0.59,1.6,14.23,0.0,0.0,0
DRIT11B,Lajes Corporativas,95.6,5.0,0.33,0.28,0.8,0.0,0.0,0.27,0.0,0.0,1.28,5.78,6.07,-7.42,58337901.67,125.92,0.76,0.53,0.46,1.0,1.0,10.47,0.0,6
DVFF11,Híbrido,76.29,612.0,0.75,0.95,3.17,6.34,0.0,1.06,1.06,0.0,7.98,18.86,19.99,-2.93,104930895.87,95.31,0.8,0.79,4.92,5.75,10.55,0.0,0.0,0
EDFO11B,Lajes Corporativas,205.99,1.0,1.68,0.81,2.52,4.69,8.64,0.84,0.78,0.72,6.03,8.79,9.68,2.09,45762672.04,193.91,1.06,0.87,0.13,1.0,6.09,7.1,0.0,1
EDGA11,Lajes Corporativas,18.02,3507.0,0.08,0.4,1.64,4.13,7.23,0.55,0.69,0.6,5.39,-1.9,-1.51,-5.85,252351519.37,66.2,0.27,0.26,-0.06,0.2,0.36,48.81,0.0,1
EQIR11,Títulos e Val. Mob.,9.8,1067.0,1.1,11.24,13.62,16.96,0.0,4.54,2.83,0.0,19.11,-89.8,-88.66,-87.98,49835472.58,99.18,0.1,1.11,-2.03,-0.95,1.97,0.0,0.0,0
ERCR11,Híbrido,89.31,2315.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165915282.64,69829.66,0.0,1.12,-0.1,1.02,3.32,0.0,0.0,0
ERCR11,Híbrido,88.66,2350.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165915282.64,69829.66,0.0,1.12,-0.1,1.02,3.32,0.0,0.0,0
ERCR11,Híbrido,88.3,9724.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165915282.64,69829.66,0.0,1.12,-0.1,1.02,3.32,0.0,0.0,0
ERCR11,Híbrido,88.55,2738.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165915282.64,69829.66,0.0,1.12,-0.1,1.02,3.32,0.0,0.0,0
ERCR11,Híbrido,88.83,6123.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165915282.64,69829.66,0.0,1.12,-0.1,1.02,3.32,0.0,0.0,0
ERCR11,Híbrido,89.1,177.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165915282.64,69829.66,0.0,1.12,-0.1,1.02,3.32,0.0,0.0,0
ERCR11,Híbrido,88.24,3488.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165915282.64,69829.66,0.0,1.12,-0.1,1.02,3.32,0.0,0.0,0
ERCR11,Híbrido,89.2,4779.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165915282.64,69829.66,0.0,1.12,-0.1,1.02,3.32,0.0,0.0,0
EURO11,Logística,230.93,133.0,1.75,0.69,2.35,4.72,9.59,0.78,0.79,0.8,6.45,24.95,25.81,35.23,119914740.35,312.33,0.74,0.56,-0.05,0.51,4.63,0.0,0.0,6
EVBI11,Híbrido,101.0,468.0,0.75,0.76,2.28,4.64,9.2,0.76,0.77,0.77,5.45,1.11,1.88,12.36,139909108.47,100.09,1.01,0.0,0.0,0.0,0.0,0.0,0.0,4
FAED11,Outros,153.5,891.0,1.54,1.03,3.28,6.48,11.49,1.09,1.08,0.96,8.25,8.85,9.98,11.83,13882955.55,216.19,0.71,0.71,-0.01,0.71,2.75,0.0,0.0,3
FAMB11B,Lajes Corporativas,784.0,4.0,9.16,0.56,2.17,4.78,10.43,0.72,0.8,0.87,8.82,-47.8,-47.51,-47.8,3209373.43,354.32,0.26,0.0,0.0,0.0,0.0,100.0,0.0,1
FATN11,Híbrido,97.89,1785.0,0.86,0.87,2.63,5.12,9.61,0.88,0.85,0.8,6.65,1.54,2.42,3.72,10854719.26,101.13,0.97,0.85,0.08,0.93,4.04,4.3,0.0,7
FCFL11,Outros,124.0,2332.0,0.87,0.72,2.23,4.35,8.71,0.74,0.73,0.73,5.81,1.57,2.31,11.54,36415453.44,104.78,1.18,0.83,0.01,0.85,3.34,0.0,0.0,1
FEXC11,Títulos e Val. Mob.,88.4,6332.0,0.9,1.01,3.57,7.2,13.41,1.19,1.2,1.12,9.42,2.41,3.44,10.41,556840767.87,91.23,0.97,0.99,-1.88,-0.91,4.57,0.0,0.0,0
FIGS11,Shoppings,56.6,3407.0,0.37,0.63,2.23,4.35,8.08,0.74,0.72,0.67,5.71,20.94,21.7,14.02,283838691.76,99.59,0.57,0.37,0.1,0.47,3.0,13.7,0.0,2
FIIB11,Híbrido,483.0,417.0,3.55,0.74,2.29,4.54,8.91,0.76,0.76,0.74,5.23,7.35,8.14,9.93,312730340.17,456.54,1.06,0.0,0.0,0.0,0.0,6.28,0.0,1
FIIP11B,Logística,163.01,497.0,1.35,0.8,2.53,4.94,9.53,0.84,0.82,0.79,6.5,13.02,13.92,10.29,172744337.51,186.32,0.87,0.72,0.09,0.82,-1.96,0.0,0.0,7
FISC11,Lajes Corporativas,165.0,200.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196478286.31,115.58,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0
FIVN11,Shoppings,3.23,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65491905.42,6.96,0.46,0.0,0.0,0.0,0.0,56.0,0.0,1
FLCR11,Títulos e Val. Mob.,96.49,265.0,1.0,1.02,3.87,8.59,17.04,1.29,1.43,1.42,11.07,-0.59,0.42,10.23,63104997.93,99.6,0.97,1.0,-0.27,0.73,7.37,0.0,0.0,0
FLMA11,Híbrido,129.89,626.0,0.89,0.66,2.21,4.19,7.33,0.74,0.7,0.61,5.39,15.07,15.82,20.95,216972198.6,157.15,0.83,0.57,0.08,0.65,4.49,11.0,0.0,2
FLRP11,Shoppings,1588.98,555.0,10.0,0.63,2.33,4.7,8.08,0.78,0.78,0.67,5.37,5.48,6.14,38.89,112693577.6,1727.58,0.92,0.58,0.48,1.06,3.3,2.01,0.0,1
FMOF11,Lajes Corporativas,64.99,3.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62339721.97,122.71,0.53,0.0,0.0,0.0,0.0,52.08,0.0,1
FPAB11,Lajes Corporativas,208.05,30.0,1.6,0.73,2.33,4.55,8.34,0.78,0.76,0.69,5.87,7.38,8.17,5.0,30773312.09,410.31,0.51,0.39,0.05,0.44,3.25,33.79,0.0,1
FVPQ11,Shoppings,118.38,1040.0,0.52,0.44,1.72,3.65,7.22,0.57,0.61,0.6,5.26,4.01,4.47,22.72,555549403.82,198.4,0.6,0.26,-0.27,-0.01,3.2,5.5,0.0,1
GALG11,Híbrido,9.8,172058.0,0.08,0.83,2.59,5.17,10.15,0.86,0.86,0.85,6.85,-89.3,-89.21,-89.47,581925634.33,10.12,0.97,0.81,-89.99,-89.91,-89.55,0.0,0.0,6
GAME11,Híbrido,9.58,7908.0,0.1,1.04,3.86,7.99,0.0,1.29,1.33,0.0,10.15,-2.43,-1.42,-2.79,200741512.26,9.74,0.98,1.03,0.88,1.92,-98.89,0.0,0.0,0
GCFF11,Títulos e Val. Mob.,71.69,435.0,0.76,1.07,3.26,6.35,12.05,1.09,1.06,1.0,8.29,-0.68,0.38,-3.95,3096700.62,88.89,0.81,0.88,-2.44,-1.58,-0.77,0.0,0.0,0
GCRA11,Híbrido,100.13,3809.0,1.2,1.17,3.85,8.24,0.0,1.28,1.37,0.0,9.32,-0.61,0.55,7.76,173594241.47,99.15,1.01,1.21,0.34,1.55,11.32,0.0,0.0,0
GCRI11,Títulos e Val. Mob.,93.88,869.0,1.17,1.25,3.94,8.5,15.73,1.31,1.42,1.31,11.14,-1.64,-0.42,6.34,98377736.44,98.35,0.95,1.5,-1.03,0.46,1.67,0.0,0.0,0
GESE11B,Outros,1520.0,300.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86540717.02,1664.24,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0
GGRC11,Logística,119.75,11123.0,0.9,0.75,2.43,4.92,9.35,0.81,0.82,0.78,6.48,14.38,15.24,10.1,105415985.23,129.59,0.92,0.69,0.11,0.81,3.55,0.0,0.0,20
GSFI11,Shoppings,4.75,2642.0,0.0,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.03,0.0,0.03,0.03,108886224.64,13.42,0.35,0.0,0.0,0.0,0.0,10.3,0.0,10
GTWR11,Lajes Corporativas,81.8,2980.0,0.74,0.89,2.98,5.88,11.03,0.99,0.98,0.92,7.67,17.01,18.06,5.89,1175680243.29,97.97,0.83,0.76,0.02,0.78,5.6,0.0,0.0,1
HAAA11,Lajes Corporativas,93.0,11.0,0.54,0.61,1.89,3.6,7.0,0.63,0.6,0.58,4.72,-1.53,-0.93,-3.06,312405497.72,90.42,1.03,0.6,0.49,1.09,0.02,17.0,0.0,1
HABT11,Títulos e Val. Mob.,94.03,25868.0,1.03,1.06,3.65,7.33,14.74,1.22,1.22,1.23,9.62,-1.98,-0.94,-4.17,820874555.41,101.01,0.93,1.02,1.37,2.41,13.97,0.0,0.0,0
HBRH11,Híbrido,95.55,174.0,0.66,0.74,2.3,4.84,10.74,0.77,0.81,0.9,6.59,5.95,6.73,5.02,313328669.87,113.03,0.85,0.58,0.04,0.62,5.49,0.0,0.0,3
HCHG11,Outros,86.5,810.0,1.0,1.19,3.33,6.41,11.45,1.11,1.07,0.95,8.22,2.88,4.11,2.84,124368579.2,103.64,0.83,0.96,-0.61,0.35,13.79,0.0,0.0,0
